;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
Cliente973;Producto1;Producto13;Producto6;Producto11;Producto2;Producto19;Producto20;Producto18;Producto14;Producto9;Producto8;Producto10;Producto3;Producto15;Producto17;Producto7;Producto5;Producto16;NA
Cliente271;Producto15;Producto17;Producto19;Producto7;Producto8;Producto14;Producto1;Producto20;Producto12;Producto13;Producto11;Producto4;Producto3;Producto18;NA;NA;NA;NA;NA
Cliente954;Producto2;Producto4;Producto12;Producto13;Producto20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente395;Producto16;Producto1;Producto20;Producto18;Producto13;Producto3;Producto9;Producto14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente153;Producto9;Producto11;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente185;Producto6;Producto10;Producto11;Producto2;Producto9;Producto18;Producto12;Producto3;Producto5;Producto16;Producto20;Producto19;Producto15;NA;NA;NA;NA;NA;NA
Cliente902;Producto1;Producto5;Producto13;Producto12;Producto15;Producto17;Producto19;Producto14;Producto9;Producto20;Producto18;Producto4;Producto2;NA;NA;NA;NA;NA;NA
Cliente613;Producto2;Producto6;Producto16;Producto17;Producto9;Producto13;Producto19;Producto14;Producto15;Producto20;Producto18;Producto5;Producto1;Producto4;Producto8;Producto12;Producto10;Producto3;NA
Cliente551;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente70;Producto18;Producto20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente266;Producto16;Producto4;Producto7;Producto13;Producto12;Producto10;Producto17;Producto1;Producto6;Producto8;Producto9;Producto15;Producto2;Producto19;Producto11;Producto3;Producto20;Producto5;NA
Cliente662;Producto11;Producto17;Producto1;Producto12;Producto18;Producto4;Producto6;Producto14;Producto13;Producto16;Producto10;Producto5;Producto15;Producto8;Producto20;Producto9;NA;NA;NA
Cliente576;Producto4;Producto6;Producto11;Producto3;Producto15;Producto1;Producto9;Producto10;Producto19;Producto20;Producto12;Producto5;Producto7;Producto14;NA;NA;NA;NA;NA
Cliente598;Producto6;Producto15;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente201;Producto7;Producto1;Producto18;Producto19;Producto4;Producto15;Producto17;Producto6;Producto13;Producto14;Producto10;Producto12;NA;NA;NA;NA;NA;NA;NA
Cliente400;Producto6;Producto20;Producto17;Producto3;Producto12;Producto19;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente6;Producto2;Producto8;Producto7;Producto13;Producto3;Producto1;Producto4;Producto14;Producto19;Producto10;Producto20;Producto17;Producto9;NA;NA;NA;NA;NA;NA
Cliente447;Producto4;Producto19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente512;Producto19;Producto14;Producto6;Producto7;Producto10;Producto17;Producto1;Producto8;Producto11;Producto18;Producto2;Producto15;Producto12;Producto13;Producto9;Producto5;Producto20;Producto4;Producto3
Cliente369;Producto18;Producto20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente914;Producto10;Producto2;Producto17;Producto20;Producto5;Producto19;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente160;Producto1;Producto13;Producto20;Producto10;Producto4;Producto9;Producto6;Producto18;Producto12;Producto8;Producto16;Producto15;Producto11;Producto7;NA;NA;NA;NA;NA
Cliente679;Producto17;Producto9;Producto10;Producto20;Producto19;Producto5;Producto13;Producto1;Producto15;Producto12;Producto7;Producto2;Producto11;Producto16;NA;NA;NA;NA;NA
Cliente860;Producto13;Producto18;Producto17;Producto20;Producto3;Producto15;Producto6;Producto10;Producto19;Producto12;Producto9;Producto8;NA;NA;NA;NA;NA;NA;NA
Cliente508;Producto11;Producto4;Producto7;Producto1;Producto3;Producto8;Producto14;Producto19;Producto20;Producto6;Producto13;Producto12;Producto9;Producto10;NA;NA;NA;NA;NA
Cliente277;Producto9;Producto8;Producto14;Producto18;Producto15;Producto17;Producto10;Producto11;Producto1;Producto16;Producto3;Producto4;Producto13;Producto2;Producto5;Producto20;Producto12;Producto19;NA
Cliente95;Producto7;Producto1;Producto8;Producto5;Producto9;Producto12;Producto11;Producto6;Producto14;Producto4;Producto20;NA;NA;NA;NA;NA;NA;NA;NA
Cliente248;Producto10;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente247;Producto5;Producto2;Producto14;Producto12;Producto6;Producto4;Producto19;Producto13;Producto9;Producto7;Producto1;Producto17;Producto15;Producto16;Producto18;Producto11;NA;NA;NA
Cliente8;Producto2;Producto14;Producto1;Producto12;Producto17;Producto10;Producto13;Producto16;Producto18;Producto9;Producto6;Producto3;Producto5;Producto20;NA;NA;NA;NA;NA
Cliente262;Producto18;Producto20;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente986;Producto5;Producto6;Producto1;Producto19;Producto14;Producto12;Producto16;Producto11;Producto2;Producto7;Producto3;Producto4;Producto10;Producto20;Producto13;Producto17;Producto9;Producto15;Producto18
Cliente700;Producto15;Producto1;Producto18;Producto17;Producto4;Producto12;Producto6;Producto13;Producto8;Producto20;Producto2;Producto10;Producto14;Producto19;Producto16;Producto9;Producto5;Producto7;NA
Cliente473;Producto17;Producto14;Producto1;Producto8;Producto19;Producto13;Producto6;Producto20;Producto5;Producto4;Producto3;Producto9;Producto15;Producto11;Producto12;Producto7;Producto16;Producto18;NA
Cliente139;Producto16;Producto19;Producto11;Producto13;Producto6;Producto12;Producto5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente575;Producto6;Producto1;Producto19;Producto18;Producto13;Producto8;Producto10;Producto17;Producto3;Producto15;Producto7;NA;NA;NA;NA;NA;NA;NA;NA
Cliente200;Producto17;Producto13;Producto11;Producto12;Producto1;Producto8;Producto10;Producto14;Producto20;Producto2;Producto5;Producto9;Producto15;Producto7;Producto18;Producto19;Producto3;NA;NA
Cliente790;Producto2;Producto11;Producto18;Producto6;Producto5;Producto19;Producto7;Producto15;Producto20;Producto14;Producto10;Producto12;Producto4;NA;NA;NA;NA;NA;NA
Cliente419;Producto16;Producto1;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente872;Producto8;Producto10;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente940;Producto3;Producto4;Producto6;Producto11;Producto17;Producto10;Producto8;Producto19;Producto20;Producto5;Producto12;Producto14;Producto18;Producto2;NA;NA;NA;NA;NA
Cliente910;Producto17;Producto13;Producto14;Producto5;Producto18;Producto19;Producto3;Producto4;Producto2;Producto6;Producto9;Producto15;Producto20;Producto8;Producto12;Producto16;Producto1;Producto7;NA
Cliente725;Producto13;Producto19;Producto4;Producto17;Producto10;Producto16;Producto18;Producto11;Producto7;Producto1;Producto8;Producto2;Producto6;Producto20;Producto3;Producto14;Producto5;Producto12;NA
Cliente211;Producto11;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente939;Producto18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente787;Producto1;Producto10;Producto19;Producto20;Producto8;Producto7;Producto3;Producto16;Producto13;Producto18;Producto2;Producto15;Producto6;Producto11;Producto4;NA;NA;NA;NA
Cliente285;Producto11;Producto2;Producto1;Producto12;Producto6;Producto4;Producto14;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente820;Producto17;Producto11;Producto2;Producto4;Producto13;Producto3;Producto5;Producto10;Producto7;Producto15;Producto14;Producto20;Producto16;Producto18;NA;NA;NA;NA;NA
Cliente12;Producto6;Producto2;Producto1;Producto18;Producto12;Producto17;Producto7;Producto5;Producto11;Producto15;Producto20;Producto19;Producto10;Producto8;Producto16;NA;NA;NA;NA
Cliente726;Producto10;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente812;Producto1;Producto18;Producto16;Producto19;Producto8;Producto20;Producto11;Producto14;Producto13;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente261;Producto19;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente639;Producto1;Producto20;Producto10;Producto13;Producto14;Producto19;Producto11;Producto7;Producto3;Producto4;Producto2;NA;NA;NA;NA;NA;NA;NA;NA
Cliente250;Producto11;Producto2;Producto19;Producto6;Producto1;Producto5;Producto12;Producto10;Producto3;Producto20;Producto15;Producto16;Producto9;Producto7;Producto14;Producto18;NA;NA;NA
Cliente513;Producto17;Producto4;Producto12;Producto7;Producto18;Producto6;Producto14;Producto8;Producto19;Producto1;Producto5;Producto9;Producto15;Producto3;Producto11;Producto10;NA;NA;NA
Cliente188;Producto12;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente521;Producto13;Producto11;Producto4;Producto10;Producto1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente649;Producto12;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente894;Producto6;Producto10;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente710;Producto18;Producto12;Producto10;Producto17;Producto1;Producto16;Producto20;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente699;Producto16;Producto2;Producto20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente785;Producto5;Producto6;Producto10;Producto17;Producto2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente279;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente511;Producto7;Producto11;Producto12;Producto15;Producto1;Producto2;Producto5;Producto6;Producto10;Producto20;Producto17;Producto13;Producto9;NA;NA;NA;NA;NA;NA
Cliente979;Producto6;Producto10;Producto3;Producto19;Producto13;Producto1;Producto2;Producto20;Producto5;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente39;Producto10;Producto6;Producto2;Producto13;Producto18;Producto9;Producto15;Producto17;Producto4;Producto12;Producto1;Producto8;Producto5;NA;NA;NA;NA;NA;NA
Cliente157;Producto2;Producto19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente669;Producto6;Producto1;Producto4;Producto18;Producto10;Producto2;Producto12;Producto9;Producto14;Producto17;Producto7;Producto19;Producto8;Producto11;Producto5;Producto15;Producto16;Producto13;Producto3
Cliente280;Producto4;Producto11;Producto15;Producto5;Producto6;Producto10;Producto1;Producto2;Producto14;Producto20;Producto7;Producto12;Producto3;Producto18;Producto19;NA;NA;NA;NA
Cliente558;Producto16;Producto20;Producto5;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente573;Producto8;Producto4;Producto16;Producto14;Producto17;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente20;Producto2;Producto12;Producto11;Producto17;Producto10;Producto4;Producto19;Producto13;Producto18;Producto1;Producto20;Producto14;NA;NA;NA;NA;NA;NA;NA
Cliente691;Producto16;Producto9;Producto13;Producto5;Producto8;Producto1;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente294;Producto8;Producto20;Producto3;Producto1;Producto19;Producto6;Producto14;Producto10;Producto13;Producto15;Producto7;Producto18;Producto11;Producto9;Producto17;Producto4;Producto2;Producto16;NA
Cliente288;Producto10;Producto14;Producto19;Producto11;Producto6;Producto1;Producto15;Producto12;Producto17;Producto13;Producto18;Producto16;Producto20;Producto3;Producto2;Producto9;NA;NA;NA
Cliente403;Producto10;Producto7;Producto16;Producto14;Producto1;Producto20;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente119;Producto14;Producto1;Producto9;Producto4;Producto20;Producto15;Producto5;Producto2;Producto11;Producto3;Producto12;Producto13;Producto16;Producto19;Producto8;NA;NA;NA;NA
Cliente876;Producto4;Producto17;Producto20;Producto7;Producto12;Producto9;Producto15;Producto13;Producto1;Producto8;Producto3;Producto18;Producto2;Producto11;Producto19;Producto5;NA;NA;NA
Cliente964;Producto17;Producto11;Producto10;Producto9;Producto18;Producto13;Producto20;Producto6;Producto15;Producto5;Producto14;Producto3;Producto19;Producto12;Producto8;Producto16;NA;NA;NA
Cliente778;Producto6;Producto2;Producto3;Producto5;Producto19;Producto17;Producto18;Producto4;Producto10;Producto14;Producto1;Producto13;Producto9;Producto12;Producto7;Producto16;Producto11;Producto8;NA
Cliente505;Producto14;Producto6;Producto16;Producto13;Producto9;Producto17;Producto2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente677;Producto10;Producto12;Producto16;Producto8;Producto19;Producto17;Producto2;Producto3;Producto18;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente104;Producto2;Producto11;Producto18;Producto13;Producto16;Producto7;Producto1;Producto15;Producto3;Producto14;Producto6;Producto10;NA;NA;NA;NA;NA;NA;NA
Cliente166;Producto13;Producto6;Producto2;Producto15;Producto16;Producto5;Producto19;Producto18;Producto11;Producto20;Producto7;Producto9;Producto1;Producto12;Producto8;Producto14;Producto10;NA;NA
Cliente833;Producto1;Producto14;Producto4;Producto15;Producto16;Producto18;Producto20;Producto2;Producto13;Producto8;Producto6;Producto5;Producto11;Producto3;Producto7;Producto12;NA;NA;NA
Cliente945;Producto20;Producto18;Producto17;Producto2;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente556;Producto2;Producto5;Producto4;Producto10;Producto18;Producto11;Producto7;Producto15;Producto3;Producto20;Producto12;NA;NA;NA;NA;NA;NA;NA;NA
Cliente40;Producto11;Producto18;Producto9;Producto13;Producto17;Producto10;Producto3;Producto6;Producto5;Producto20;Producto8;Producto12;Producto14;Producto2;Producto19;Producto15;Producto7;Producto16;NA
Cliente229;Producto9;Producto17;Producto1;Producto20;Producto6;Producto18;Producto2;Producto5;Producto12;Producto13;Producto7;Producto8;Producto15;Producto16;Producto11;Producto3;Producto19;NA;NA
Cliente28;Producto18;Producto17;Producto14;Producto8;Producto4;Producto6;Producto1;Producto9;Producto20;Producto19;Producto16;Producto3;NA;NA;NA;NA;NA;NA;NA
Cliente882;Producto1;Producto20;Producto6;Producto13;Producto14;Producto9;Producto11;Producto7;Producto5;Producto15;Producto16;Producto17;NA;NA;NA;NA;NA;NA;NA
Cliente768;Producto12;Producto6;Producto4;Producto10;Producto3;Producto20;Producto14;Producto16;Producto11;Producto19;Producto13;Producto18;Producto8;Producto2;Producto9;NA;NA;NA;NA
Cliente467;Producto14;Producto15;Producto7;Producto8;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente466;Producto2;Producto17;Producto4;Producto15;Producto13;Producto11;Producto16;Producto19;Producto8;Producto9;Producto5;Producto3;Producto1;Producto6;Producto14;Producto12;NA;NA;NA
Cliente760;Producto11;Producto17;Producto6;Producto9;Producto4;Producto19;Producto2;Producto8;Producto16;Producto18;Producto20;Producto5;Producto13;Producto1;NA;NA;NA;NA;NA
Cliente484;Producto15;Producto1;Producto5;Producto9;Producto19;Producto12;Producto11;Producto2;Producto20;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente716;Producto19;Producto13;Producto9;Producto15;Producto4;Producto1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente901;Producto18;Producto2;Producto1;Producto4;Producto13;Producto20;Producto10;Producto11;Producto15;Producto7;Producto8;Producto5;Producto3;NA;NA;NA;NA;NA;NA
Cliente962;Producto7;Producto18;Producto11;Producto13;Producto15;Producto3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente922;Producto5;Producto4;Producto6;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente84;Producto10;Producto2;Producto14;Producto8;Producto3;Producto11;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente329;Producto14;Producto2;Producto15;Producto10;Producto13;Producto6;Producto11;Producto12;Producto16;Producto1;Producto4;Producto20;Producto17;Producto8;NA;NA;NA;NA;NA
Cliente610;Producto19;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente542;Producto19;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente834;Producto4;Producto16;Producto3;Producto19;Producto17;Producto14;Producto1;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente541;Producto13;Producto19;Producto4;Producto17;Producto10;Producto16;Producto18;Producto11;Producto7;Producto1;Producto8;Producto2;Producto6;Producto20;Producto3;Producto14;Producto5;Producto12;NA
Cliente336;Producto12;Producto11;Producto4;Producto17;Producto5;Producto7;Producto8;Producto13;Producto18;Producto9;Producto16;NA;NA;NA;NA;NA;NA;NA;NA
Cliente830;Producto12;Producto3;Producto15;Producto13;Producto4;Producto17;Producto20;Producto14;Producto7;Producto10;Producto16;Producto9;NA;NA;NA;NA;NA;NA;NA
Cliente545;Producto6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente819;Producto6;Producto4;Producto12;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente292;Producto3;Producto17;Producto16;Producto12;Producto1;Producto6;Producto9;Producto14;Producto2;Producto18;Producto11;Producto7;Producto10;NA;NA;NA;NA;NA;NA
Cliente135;Producto19;Producto7;Producto6;Producto5;Producto1;Producto8;Producto12;Producto4;Producto11;Producto3;Producto17;Producto20;Producto15;Producto9;Producto2;Producto14;NA;NA;NA
Cliente861;Producto4;Producto18;Producto10;Producto7;Producto5;Producto15;Producto11;Producto12;Producto13;Producto16;Producto1;Producto3;Producto8;NA;NA;NA;NA;NA;NA
Cliente216;Producto1;Producto3;Producto12;Producto17;Producto4;Producto2;Producto15;Producto7;Producto8;Producto16;Producto9;Producto10;Producto19;Producto5;Producto14;Producto13;NA;NA;NA
Cliente704;Producto11;Producto17;Producto3;Producto13;Producto15;Producto1;Producto2;Producto16;Producto4;Producto10;Producto5;Producto6;Producto7;NA;NA;NA;NA;NA;NA
Cliente595;Producto15;Producto1;Producto19;Producto20;Producto18;Producto4;Producto8;Producto12;Producto6;Producto17;Producto14;Producto5;Producto16;NA;NA;NA;NA;NA;NA
Cliente580;Producto17;Producto20;Producto8;Producto15;Producto12;Producto18;Producto1;Producto4;Producto10;Producto7;Producto14;Producto2;Producto3;Producto6;Producto11;Producto16;Producto13;Producto9;NA
Cliente335;Producto17;Producto18;Producto4;Producto12;Producto1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente966;Producto11;Producto14;Producto12;Producto2;Producto4;Producto13;Producto10;Producto6;Producto20;Producto15;Producto9;Producto19;Producto5;Producto8;Producto7;Producto1;NA;NA;NA
Cliente295;Producto6;Producto1;Producto3;Producto11;Producto8;Producto14;Producto5;Producto18;Producto10;Producto20;Producto13;Producto4;NA;NA;NA;NA;NA;NA;NA
Cliente297;Producto15;Producto16;Producto12;Producto4;Producto8;Producto2;Producto1;Producto6;Producto10;Producto11;Producto7;Producto13;Producto17;Producto3;NA;NA;NA;NA;NA
Cliente273;Producto12;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente424;Producto2;Producto20;Producto11;Producto4;Producto3;Producto10;Producto12;Producto6;Producto9;Producto19;Producto15;Producto14;Producto1;Producto8;Producto7;Producto16;NA;NA;NA
Cliente156;Producto4;Producto10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente782;Producto5;Producto8;Producto10;Producto17;Producto2;Producto14;Producto11;Producto4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente365;Producto2;Producto11;Producto5;Producto10;Producto12;Producto4;Producto9;Producto16;Producto3;Producto13;Producto7;Producto20;Producto18;Producto15;NA;NA;NA;NA;NA
Cliente838;Producto10;Producto20;Producto12;Producto19;Producto18;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente128;Producto1;Producto10;Producto14;Producto5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente693;Producto13;Producto14;Producto17;Producto1;Producto18;Producto7;Producto5;Producto12;Producto19;Producto11;Producto8;Producto20;Producto10;Producto15;NA;NA;NA;NA;NA
Cliente438;Producto19;Producto1;Producto11;Producto5;Producto13;Producto20;Producto15;Producto10;Producto17;Producto12;Producto7;Producto16;Producto6;Producto9;Producto3;Producto2;Producto14;Producto18;NA
Cliente988;Producto4;Producto16;Producto14;Producto7;Producto13;Producto6;Producto18;Producto1;Producto8;Producto5;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente650;Producto6;Producto2;Producto20;Producto15;Producto19;Producto4;Producto9;Producto14;Producto11;Producto1;Producto5;Producto10;Producto8;Producto3;Producto13;Producto16;Producto12;NA;NA
Cliente443;Producto18;Producto11;Producto2;Producto8;Producto14;Producto6;Producto9;Producto20;Producto4;Producto17;Producto10;Producto1;Producto19;Producto16;Producto3;NA;NA;NA;NA
Cliente675;Producto6;Producto14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente385;Producto13;Producto18;Producto17;Producto10;Producto20;Producto16;Producto2;Producto19;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente203;Producto1;Producto14;Producto11;Producto10;Producto4;Producto8;Producto17;Producto3;Producto9;Producto20;Producto2;Producto6;Producto19;Producto15;Producto5;Producto7;Producto16;NA;NA
Cliente611;Producto18;Producto12;Producto7;Producto2;Producto17;Producto6;Producto16;Producto4;Producto5;Producto20;Producto11;NA;NA;NA;NA;NA;NA;NA;NA
Cliente442;Producto13;Producto11;Producto6;Producto3;Producto1;Producto18;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente739;Producto13;Producto4;Producto17;Producto3;Producto1;Producto6;Producto9;Producto14;Producto19;Producto5;Producto16;Producto7;Producto12;NA;NA;NA;NA;NA;NA
Cliente205;Producto1;Producto6;Producto19;Producto13;Producto16;Producto18;Producto14;Producto2;Producto7;Producto9;Producto15;Producto3;NA;NA;NA;NA;NA;NA;NA
Cliente957;Producto10;Producto19;Producto4;Producto20;Producto18;Producto13;Producto15;Producto5;Producto17;Producto12;Producto11;Producto2;Producto6;NA;NA;NA;NA;NA;NA
Cliente134;Producto4;Producto6;Producto11;Producto18;Producto19;Producto17;Producto12;Producto2;Producto5;Producto20;Producto9;Producto10;Producto8;Producto13;Producto14;Producto3;Producto16;Producto15;Producto7
Cliente982;Producto16;Producto12;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente803;Producto17;Producto18;Producto2;Producto12;Producto4;Producto15;Producto14;Producto9;Producto11;Producto1;Producto10;Producto20;Producto13;Producto16;NA;NA;NA;NA;NA
Cliente625;Producto11;Producto6;Producto2;Producto20;Producto16;Producto19;Producto1;Producto7;Producto15;Producto12;Producto14;Producto5;Producto9;Producto18;NA;NA;NA;NA;NA
Cliente32;Producto2;Producto4;Producto10;Producto17;Producto15;Producto18;Producto12;Producto3;Producto1;Producto16;Producto7;Producto5;Producto19;Producto6;Producto20;NA;NA;NA;NA
Cliente534;Producto4;Producto14;Producto11;Producto18;Producto5;Producto17;Producto16;Producto6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente162;Producto13;Producto6;Producto2;Producto15;Producto16;Producto5;Producto19;Producto18;Producto11;Producto20;Producto7;Producto9;Producto1;Producto12;Producto8;Producto14;Producto10;NA;NA
Cliente923;Producto6;Producto2;Producto11;Producto9;Producto4;Producto19;Producto10;Producto13;Producto16;Producto12;Producto5;Producto18;Producto14;Producto8;Producto20;Producto7;Producto3;Producto15;NA
Cliente997;Producto19;Producto8;Producto16;Producto10;Producto3;Producto18;Producto7;Producto11;Producto17;Producto14;Producto1;Producto20;NA;NA;NA;NA;NA;NA;NA
Cliente565;Producto10;Producto13;Producto20;Producto17;Producto15;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente594;Producto18;Producto1;Producto14;Producto2;Producto6;Producto8;Producto19;Producto20;Producto5;Producto11;Producto9;Producto13;Producto3;Producto16;Producto4;Producto17;Producto7;Producto10;Producto15
Cliente349;Producto20;Producto16;Producto12;Producto17;Producto8;Producto6;Producto10;Producto14;Producto2;Producto9;Producto13;NA;NA;NA;NA;NA;NA;NA;NA
Cliente746;Producto2;Producto1;Producto9;Producto4;Producto17;Producto11;Producto5;Producto8;Producto15;Producto18;Producto16;NA;NA;NA;NA;NA;NA;NA;NA
Cliente57;Producto14;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente174;Producto9;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente72;Producto14;Producto18;Producto9;Producto4;Producto10;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente175;Producto5;Producto14;Producto11;Producto12;Producto10;Producto3;Producto15;Producto16;Producto18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente960;Producto1;Producto13;Producto15;Producto10;Producto11;Producto4;Producto18;Producto14;Producto2;Producto17;Producto12;Producto7;NA;NA;NA;NA;NA;NA;NA
Cliente434;Producto6;Producto7;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente361;Producto17;Producto4;Producto1;Producto14;Producto6;Producto19;Producto7;Producto13;Producto18;Producto16;Producto20;Producto5;Producto9;Producto3;Producto8;Producto2;Producto11;Producto15;Producto12
Cliente224;Producto6;Producto15;Producto13;Producto1;Producto20;Producto18;Producto11;Producto17;Producto10;Producto3;Producto8;Producto4;Producto12;Producto7;NA;NA;NA;NA;NA
Cliente48;Producto10;Producto2;Producto17;Producto6;Producto20;Producto12;Producto5;Producto18;Producto1;Producto7;Producto13;Producto11;Producto15;Producto16;Producto19;Producto3;Producto8;NA;NA
Cliente112;Producto18;Producto8;Producto6;Producto13;Producto2;Producto3;Producto11;Producto9;Producto4;Producto14;Producto16;Producto19;Producto20;Producto1;Producto17;Producto10;Producto5;Producto12;NA
Cliente103;Producto6;Producto2;Producto11;Producto4;Producto10;Producto19;Producto5;Producto13;Producto18;Producto3;Producto16;Producto15;Producto7;Producto20;Producto14;Producto8;Producto12;NA;NA
